device_id,total_distance
1.1866083087639183e+18,30383.101055698364
3.915082290673137e+18,846.0074690112741
-7.93181975544303e+18,466.08519195866114
5.518687186699634e+18,434.73391004993897
6.713675860832011e+18,374.9378444489166
-8.16311096945502e+18,306.31761294447296
-4.616056928545967e+18,250.9966928320585
-1.9604302714669711e+18,249.26398271385762
-6.082130994476447e+18,247.18887282613653
7.786723750296285e+18,237.2565505944987
2.7707234701600026e+17,236.59864767434598
-1.7299534936664236e+16,234.63822131073806
7.052494167889525e+18,207.095173547244
-5.69253691010553e+18,193.8344750689964
6.649250071065312e+17,192.66507403603364
8.881424908599597e+17,189.661509010131
3.449749188242495e+18,183.03690222942856
-9.339921827102464e+17,178.32515556203083
-2.4613611577328106e+17,177.8631702132936
-5.768838386941812e+18,159.8522180015029
-9.091167162131305e+18,159.08475961692096
-6.875585507485886e+18,158.83207738908357
4.040226700378279e+18,152.63627353941789
-1.3522527152437655e+18,147.734054401396
-2.0309605666247606e+18,146.99439357123043
-7.970770485873488e+18,146.87166452781776
1.5687930758421718e+17,144.5600567493012
7.381120324345733e+18,139.49290907042047
-1.8024434369182656e+17,138.35771820484825
1.863873418433021e+18,129.36714884390088
6.401822404437987e+18,129.28367157714024
6.633980885449037e+18,128.6244389286135
7.429093753261848e+17,122.170055660133
1.1291554661573706e+18,119.09439434566148
6.584882066161028e+18,118.70696066797737
-3.6641972110646287e+18,118.62225967493201
-1.1513108051803145e+18,117.68691470559807
-2.4672156402650675e+18,113.80456806875353
3.8646720454563144e+18,113.53669044068283
1.663115104650937e+18,110.33827984883577
1.8349100653560632e+18,108.41793025392923
-4.931420877586311e+18,104.83616657122916
-8.139711991947596e+18,104.73967156717652
5.083019926611946e+18,104.43768888204575
6.046973308771391e+18,101.56016845997904
8.012162397987137e+17,100.43227568864505
7.583051469075058e+18,97.98087823652119
4.6096204635326976e+18,96.5623582792501
8.515271180335772e+18,96.45707850589378
2.501312893249803e+18,95.96907839684498
2.1826936089095754e+18,92.83890617623624
-1.6568947516249167e+18,92.68111417623648
3.03031927043332e+18,90.94309849264863
-5.414300481678392e+18,89.93052592280486
-7.892528949192929e+18,87.2616303518857
3.010974422078284e+18,85.49972788795596
2.6150373106480553e+18,83.82876892809533
-8.85670780472164e+17,80.51919104186504
3.6831691878408596e+18,80.213901768171
-8.05248012029612e+18,79.91191400535966
-4.246572900250827e+18,79.58621667823166
2.7433539765563643e+18,76.56103774113828
6.272806540430732e+18,75.98814644403427
-3.011931470468701e+18,75.90918620419578
5.5020997166455616e+17,75.75276590563429
-7.594267362729145e+18,72.37964147465776
-7.181951946686008e+18,71.32301528349731
-3.887670171119992e+18,70.48636747627161
-5.422750063381127e+18,70.14046715151547
-4.008437822223487e+18,68.39570746764738
3.874809154405471e+17,68.30296208721579
